Name: a a
Grade level: 6
2024-04-15 08:54:39, Level 1, 0
2024-04-15 08:57:49, Level 2, 0
2024-04-15 08:57:51, Level 3, 0
2024-04-15 08:57:52, Level 3, 0
2024-04-15 08:57:52, Level 3, 0
2024-04-15 08:57:52, Level 3, 0
2024-04-15 08:57:52, Level 3, 0
2024-04-15 08:57:53, Level 3, 0
2024-04-15 08:57:53, Level 3, 0
2024-04-15 08:57:53, Level 3, 0
2024-04-15 08:57:53, Level 3, 0
2024-04-15 08:57:54, Level 3, 0
2024-04-15 08:57:54, Level 3, 0
2024-04-15 08:57:54, Level 3, 0
2024-04-15 08:57:54, Level 3, 0
2024-04-15 08:57:54, Level 3, 0
2024-04-15 08:57:55, Level 3, 0
2024-04-15 08:57:55, Level 3, 0
2024-04-15 08:57:55, Level 3, 0
2024-04-15 08:57:56, Level 3, 0
2024-04-15 08:57:56, Level 3, 0
2024-04-15 08:57:56, Level 3, 0
2024-04-15 08:57:57, Level 3, 0
2024-04-15 08:57:59, Level 3, 0
2024-04-15 08:58:00, Level 3, 0
2024-04-15 08:58:00, Level 3, 0
2024-04-15 08:58:00, Level 3, 0
2024-04-15 08:58:01, Level 3, 0
2024-04-15 08:58:01, Level 3, 0
2024-04-15 08:58:02, Level 3, 0
2024-04-15 08:58:03, Level 3, 0
2024-04-15 08:58:03, Level 3, 0
2024-04-15 08:58:03, Level 3, 0
2024-04-15 08:58:04, Level 3, 0
2024-04-15 08:58:04, Level 3, 0
2024-04-15 08:58:05, Level 3, 0
2024-04-15 08:58:05, Level 3, 0
2024-04-15 08:58:05, Level 3, 0
2024-04-15 08:58:06, Level 3, 0
2024-04-15 08:58:06, Level 3, 0
2024-04-15 08:58:07, Level 3, 0
2024-04-15 08:58:07, Level 3, 0
2024-04-15 08:58:08, Level 3, 0
2024-04-15 08:58:09, Level 3, 0
2024-04-15 08:58:09, Level 3, 0
2024-04-15 08:58:09, Level 3, 0
2024-04-15 08:58:09, Level 3, 0
2024-04-15 08:58:20, Level 3, 0
