Name: dgjbh j
Grade level: 6
20240409174043, Level 1, 100
20240409174113, Level 1, 100
20240409174128, Level 1, 0
20240409174145, Level 1, 0
20240409174155, Level 2, 50
20240409174302, Level 2, 0
20240409174305, Level 3, 0
20240409174305, Level 3, 0
20240409174305, Level 3, 0
20240409174305, Level 3, 0
20240409174305, Level 3, 0
20240409174305, Level 3, 0
20240409174306, Level 3, 0
20240409174306, Level 3, 0
20240409174306, Level 3, 0
20240409174306, Level 3, 0
20240409174306, Level 3, 0
20240409174306, Level 3, 0
20240409174307, Level 3, 0
20240409174307, Level 3, 0
20240409174307, Level 3, 0
20240409174308, Level 3, 0
20240409174308, Level 3, 0
20240409174308, Level 3, 0
20240409174308, Level 3, 0
20240409174308, Level 3, 0
20240409174308, Level 3, 0
20240409174308, Level 3, 0
20240409174309, Level 3, 0
20240409174309, Level 3, 0
20240409174309, Level 3, 0
20240409174309, Level 3, 0
20240409174309, Level 3, 0
20240409174309, Level 3, 0
20240409174309, Level 3, 0
20240409174310, Level 3, 0
20240409174310, Level 3, 0
20240409174310, Level 3, 0
20240409174310, Level 3, 0
20240409174310, Level 3, 0
20240409174310, Level 3, 0
20240409174310, Level 3, 0
20240409174311, Level 3, 0
20240409174311, Level 3, 0
20240409174311, Level 3, 0
20240409174311, Level 3, 0
20240409174311, Level 3, 0
20240409174312, Level 3, 0
20240409174312, Level 3, 0
20240409174312, Level 3, 0
20240409174312, Level 3, 0
20240409174312, Level 3, 0
20240409174313, Level 3, 0
20240409174313, Level 3, 0
20240409174313, Level 3, 0
20240409174313, Level 3, 0
20240409174313, Level 3, 0
20240409174313, Level 3, 0
20240409174314, Level 3, 0
20240409174314, Level 3, 0
20240409174314, Level 3, 0
20240409174314, Level 3, 0
20240409174314, Level 3, 0
20240409174314, Level 3, 0
20240409174315, Level 3, 0
20240409174315, Level 3, 0
20240409174315, Level 3, 0
20240409174315, Level 3, 0
20240409174315, Level 3, 0
20240409174316, Level 3, 0
20240409174316, Level 3, 0
20240409174316, Level 3, 0
20240409174316, Level 3, 0
20240409174316, Level 3, 0
20240409174317, Level 3, 0
20240409174317, Level 3, 0
20240409174317, Level 3, 0
20240409174317, Level 3, 0
20240409174317, Level 3, 0
20240409174318, Level 3, 0
20240409174318, Level 3, 0
20240409174318, Level 3, 0
20240409174318, Level 3, 0
20240409174318, Level 3, 0
20240409174319, Level 3, 0
20240409174319, Level 3, 0
20240409174319, Level 3, 0
20240409174319, Level 3, 0
20240409174319, Level 3, 0
20240409174320, Level 3, 0
20240409174320, Level 3, 0
20240409174320, Level 3, 0
20240409174320, Level 3, 0
20240409174320, Level 3, 0
20240409174320, Level 3, 0
20240409174321, Level 3, 0
20240409174321, Level 3, 0
20240409174321, Level 3, 0
20240409174321, Level 3, 0
20240409174321, Level 3, 0
20240409174322, Level 3, 0
20240409174322, Level 3, 0
20240409174322, Level 3, 0
20240409174322, Level 3, 0
20240409174323, Level 3, 0
